Minisector,RUS,NOR,Fastest
0,303.3596076238095,302.6634021155556,RUS
1,151.48999878799566,152.30962468520013,NOR
2,215.39604823318427,210.78760839360532,RUS
3,287.4127030289947,287.7075977098039,NOR
4,317.6817009454682,313.65775860888454,RUS
5,316.692346486712,312.136332105094,RUS
6,159.99097724931576,173.64117682950993,NOR
7,124.97367840915223,121.41758465995508,RUS
8,258.4135084497769,254.7263230425987,RUS
9,299.75714679054624,297.40732849815726,RUS
10,298.4210704457143,299.7002403076923,NOR
11,136.60051076852858,138.279313117728,NOR
12,176.51283707657515,180.18561608410255,NOR
13,246.10367997598073,247.91546946114747,NOR
14,185.01211648326532,186.70258244742777,NOR
15,194.13031202594945,191.94560048605751,RUS
16,195.73702794533466,194.75913188419582,RUS
17,231.13929847521644,235.0840992803373,NOR
18,280.3910049901982,280.6813699299004,NOR
19,297.0346538714286,294.3728409090909,RUS
20,239.95693201904845,239.08043352079534,RUS
21,200.5576733867886,200.64890802485561,NOR
22,189.79439182368594,187.91177448040233,RUS
23,269.99198008599296,272.4450453888621,NOR
24,310.7395209052281,300.3989523308378,RUS
25,318.1666666666667,,RUS
