Minisector,VER,NOR,Fastest
0,290.1416901457385,297.4625464368886,NOR
1,298.2397934125913,316.8531128747795,NOR
2,301.63657413333334,325.4703776333333,NOR
3,299.60027732848494,311.62314285714285,NOR
4,165.1944414646563,170.22461084643479,NOR
5,212.2003201218059,206.43161630036633,VER
6,239.23838095450506,233.25392320824244,VER
7,266.756499656268,267.3390245287251,NOR
8,243.28477126271767,243.5047619047619,NOR
9,157.52861612871328,162.52393999923677,NOR
10,220.49547801172892,222.13330898992407,NOR
11,130.20214364375803,128.38445322229964,VER
12,224.13955394318842,230.63529398177096,NOR
13,179.00831994799307,176.97564596768908,VER
14,212.0019142250038,219.82807335333334,NOR
15,243.63555318883874,241.01842291227598,VER
16,261.573338237927,264.0077161323457,NOR
17,286.25344031686274,283.39351586683983,VER
18,150.29696284379747,149.5133704512043,VER
19,160.9003855833214,162.76813828061339,NOR
20,136.37673928652393,145.58550911671915,NOR
21,226.95010581712233,234.38623521904762,NOR
22,262.1177084248889,263.3284565672727,NOR
23,252.68458225406658,253.31216258151025,NOR
24,275.2927664740741,275.6683052498701,NOR
25,285.24250048,,VER
