Minisector,VER,NOR,Fastest
0,276.46371463609665,275.6839808463768,VER
1,298.47355432397444,297.05856418191627,VER
2,297.1045489473986,295.83228912,VER
3,175.53477937820105,180.04254265957593,NOR
4,117.35769088847101,122.21887747047619,NOR
5,235.06802822443083,237.74321153031568,NOR
6,288.9842257064248,280.9233500012535,VER
7,310.5168918547841,294.36232659290044,VER
8,180.82005421172468,188.36991823392736,NOR
9,140.6826451927269,144.08989882123035,NOR
10,249.2434409801382,251.84226154909092,NOR
11,289.7257287784127,289.9001988316469,NOR
12,302.4136700554808,305.59636453072943,NOR
13,289.6177962233766,282.5422667029333,VER
14,300.88965571864736,296.20552742121833,VER
15,299.4053771869343,299.8112262081988,NOR
16,257.6229457298551,256.7266817872233,VER
17,231.969908485615,229.344413267762,VER
18,286.0973720990804,276.76579049272726,VER
19,315.47546108997165,298.88305765635675,VER
20,326.6820210909091,300.094353058355,VER
21,246.71293322981938,240.4144811352236,VER
22,261.45783875908904,262.15645876585546,NOR
23,146.6531545328107,142.44055735383276,VER
24,207.85132909408696,210.68287935088784,NOR
25,255.35714285714286,255.2398036089212,VER
