Minisector,VER,OCO,Fastest
0,272.33506204336993,272.32795919774844,VER
1,291.63311397696526,292.3969236021027,OCO
2,274.4957361281935,269.02184759259256,VER
3,156.45286984614825,153.88721159441795,VER
4,193.2571909375312,194.28856086629148,OCO
5,169.38880526422798,167.63763148839507,VER
6,161.38497256973164,157.8368713331189,VER
7,188.37975383018082,188.94413437908497,OCO
8,243.96188488450218,239.41105944151755,VER
9,230.25974890819046,217.2903833150019,VER
10,141.89592285714286,137.37948259452585,VER
11,220.45657409915418,218.50089222128221,VER
12,112.54309556079025,110.56909520038471,VER
13,210.96527586899035,209.7381249701677,VER
14,265.44886585242233,262.9516283262338,VER
15,275.88616583185376,270.5570544216133,VER
16,177.59208762695795,169.98465209933536,VER
17,161.01979488026734,156.5931405739305,VER
18,251.02779595701125,251.79931411128868,OCO
19,282.2057634711111,280.88914583141366,VER
20,293.8247788773171,293.88332070175437,OCO
21,284.0846000737717,282.00306225452897,VER
22,238.5737275319357,218.80932935520738,VER
23,101.65011953943666,101.37420197598857,VER
24,225.04279390320542,223.1935343403715,VER
25,,256.2718744,OCO
