Minisector,NOR,PIA,Fastest
0,276.3124550101325,275.97321160620726,NOR
1,302.33117917090914,304.12584496975654,PIA
2,315.4722112902564,315.8260490741259,PIA
3,321.60854340840336,323.200879762963,PIA
4,324.11314100512817,325.9721702912045,PIA
5,326.5917658920635,327.29325740929295,PIA
6,208.54504769876894,221.0071858395952,PIA
7,109.38004027250123,108.93695096437114,NOR
8,190.1771516415563,183.7480905700141,NOR
9,264.2926758844919,263.01447854732027,NOR
10,290.288138690709,291.6527240987655,PIA
11,176.13006825324263,167.4421510841549,NOR
12,94.69428265705216,97.53611632596748,PIA
13,109.86987092104613,116.65161704483656,PIA
14,222.78254087341992,224.65220982949836,PIA
15,199.647706446753,200.37031117528826,PIA
16,232.1996385518679,233.2756978117084,PIA
17,191.13551153231583,189.55333666323568,NOR
18,242.5053030884726,241.12734594747744,NOR
19,278.44186871,276.9524632414815,NOR
20,252.72576887667526,250.6265463023043,NOR
21,151.76635421688889,149.47680594552583,NOR
22,100.39274798820448,98.7347061660299,NOR
23,126.52178707407336,124.80962564777,NOR
24,221.02920803628118,224.92269768394905,PIA
25,258.1999957333333,257.9500032,NOR
