Minisector,LEC,PIA,Fastest
0,262.32087237756616,255.3130430167693,LEC
1,138.9479312019986,140.12331857822718,PIA
2,209.02303761568626,204.53212554149894,LEC
3,246.11569408,249.21795169581472,PIA
4,262.02767862857144,251.4812229688889,LEC
5,185.6594126167726,182.85807679353988,LEC
6,150.84547776284444,148.91439112708994,LEC
7,188.83888750768165,188.92587841596372,PIA
8,107.22384905052607,103.44222914403223,LEC
9,72.87399600925689,73.94333848631106,PIA
10,97.87944471855202,99.21908346686897,PIA
11,188.4367531041666,186.51351797751636,LEC
12,245.15230601910142,246.133175312493,PIA
13,267.8330948495238,270.72777971655313,PIA
14,278.2319598065934,282.15311247329765,PIA
15,107.37423197174449,117.10176483620411,PIA
16,158.95016494574904,151.70867317096042,LEC
17,191.87739541809336,195.02603336126984,PIA
18,205.63221768973546,197.45697484478762,LEC
19,220.93432529837534,218.06821071390476,LEC
20,141.87544680317018,140.71568696580184,LEC
21,108.99187526636364,119.55753781549016,PIA
22,101.88320769278819,92.61338535867189,LEC
23,190.85127374486217,193.2708714495238,PIA
24,251.32992007111113,255.71620928761905,PIA
25,,265.1222549199779,PIA
