Minisector,PER,STR,Fastest
0,304.89176052105404,298.6535217259979,PER
1,235.96583472055386,237.94665663014717,STR
2,193.92800596801067,189.60211894707658,PER
3,270.5066086645397,262.2760156616412,PER
4,225.95664133333332,221.95723906798708,PER
5,110.28214265288112,111.05282729824123,STR
6,175.41450958445253,176.34383709989294,STR
7,257.6487948830138,257.658985556494,STR
8,288.58714224695666,283.87694252267477,PER
9,304.95196692008284,296.5711808444444,PER
10,306.9211507219769,299.3604166222222,PER
11,226.83216056666666,227.91691581414142,STR
12,148.68155428994788,145.59771003033066,PER
13,259.8392234324274,254.70545035388236,PER
14,294.21321423847616,287.06733380266667,PER
15,305.26195659130434,291.5877858400095,PER
16,298.02300006400003,279.1570033734763,PER
17,255.94925607619047,240.55406541071915,PER
18,176.48250590661894,175.08423773467283,PER
19,182.19391066142455,180.6844329691973,PER
20,166.76835309569162,172.33979080375832,STR
21,240.3782795423656,239.98944334222222,PER
22,121.90803927144067,122.16589613346447,STR
23,191.64751470382743,192.75603313251003,STR
24,288.18894244102563,276.8716354051282,PER
25,,292.39166720000003,STR
