Minisector,VER,HAM,Fastest
0,253.6629344033184,252.82662749767223,VER
1,224.275811776358,208.82653924359724,VER
2,209.13605977160802,202.41848281311374,VER
3,257.10511623245657,253.69504388694017,VER
4,270.6061069316797,266.47211077095005,VER
5,288.80750651259257,284.6678572669948,VER
6,159.48899791494955,159.2835816761684,VER
7,177.44743430742164,182.67958856104016,HAM
8,264.9259274971429,272.6645322847118,HAM
9,295.6276022494661,307.8612514646879,HAM
10,306.67174377601367,324.5787318847832,HAM
11,305.9098780270384,331.3997016256945,HAM
12,115.09023322201494,111.20077756298579,VER
13,174.9034001300559,189.62287513894887,HAM
14,267.1071373532721,268.69789401487344,HAM
15,294.95001882364596,293.504319151746,VER
16,300.01666731789476,296.8394247464212,VER
17,190.84757089007806,186.23010606478593,VER
18,223.8071284181598,213.5512064222048,VER
19,269.92106144632345,265.7969003382904,VER
20,151.89883064082923,154.69391041241278,HAM
21,143.53251551092907,145.54037313775868,HAM
22,213.8768857686075,219.09214357621474,HAM
23,237.95740760408006,231.80239058402375,VER
24,157.82713304517137,155.06138705196273,VER
25,223.8499968,226.37185901204487,HAM
