Minisector,LEC,OCO,Fastest
0,251.14542690041552,248.73122927871657,LEC
1,205.25802692431452,200.6736540761905,LEC
2,197.78455123590595,203.07920892114285,OCO
3,248.36276414086953,255.46007382559006,OCO
4,269.0139604295856,269.4479825652443,OCO
5,286.3686645093461,281.80427165233084,LEC
6,150.1979884508895,161.60428976083438,OCO
7,176.48337288051314,178.12423460866003,OCO
8,266.3373493348792,262.95523364952385,LEC
9,293.2719334877558,290.2914110048485,LEC
10,306.7939920255892,299.3396142670017,LEC
11,307.70919189707604,295.06780045351474,LEC
12,107.65310309767308,111.85635922029928,OCO
13,186.0300724098297,186.50301040588587,OCO
14,277.05298354733895,266.9024708814355,LEC
15,305.18092697843787,292.3272299565756,LEC
16,310.43708308317457,290.73986427936507,LEC
17,174.73799441857963,181.195704483086,OCO
18,210.59957475102038,216.3309499107483,OCO
19,263.96809227230284,258.35645024415584,LEC
20,144.33602575327328,152.1963031390417,OCO
21,139.74833232549042,140.61965374910767,OCO
22,218.7278756096,218.9490514567765,OCO
23,230.63846181850676,223.13750456321952,LEC
24,153.05652032263743,163.224332665333,OCO
