Minisector,VER,PER,Fastest
0,291.5482581220366,293.5941900373804,PER
1,314.87677596444445,320.4683112022611,PER
2,315.8849427393939,309.57826217757247,VER
3,187.49424217510239,179.98976554348485,VER
4,221.14195666772437,216.25841728897083,VER
5,211.6972399452058,204.78147891436078,VER
6,178.12842927238097,181.1667221684656,PER
7,206.5869924238832,208.02272031057174,PER
8,257.4549095821026,255.35287096801133,VER
9,270.2975783856003,264.41744397176853,VER
10,169.52043953797377,162.70894325851825,VER
11,234.93876503564485,233.76083108243063,VER
12,125.67105923817931,117.71716490222397,VER
13,220.20778030980193,226.29206373494802,PER
14,276.1218340774839,277.2604607808577,PER
15,293.19500112118305,292.15185830272316,VER
16,212.03919818419755,207.7528984319029,VER
17,190.14199240055444,189.6102172186611,VER
18,267.27476448854594,267.45895531249334,PER
19,290.51712552571956,293.7610566895727,PER
20,300.9118908011838,306.6305098040224,PER
21,301.86437249009526,307.73730110129867,PER
22,270.8582076453974,257.25902321005714,VER
23,118.13473645986744,117.7747935442218,VER
24,237.69804000592924,242.68973687460596,PER
