Minisector,VER,RIC,Fastest
0,233.08766474168985,231.19609627101815,VER
1,292.39986255999196,285.11307124419045,VER
2,315.6174219175361,312.1759126160201,VER
3,322.5680842571074,325.15327973244695,RIC
4,284.1013342586147,282.7261886945055,VER
5,162.66177797742145,158.53039215525968,VER
6,259.13605837250395,254.29704315457622,VER
7,273.85116663466664,269.27822525096127,VER
8,215.3993762969548,212.56365887478273,VER
9,218.51136664988113,215.13293271928418,VER
10,177.54699671993984,180.5288396469337,RIC
11,220.82430283240328,221.5751060927078,RIC
12,197.77627963507518,202.70348693726217,RIC
13,206.65284074760157,206.01556094107596,VER
14,211.92386556695263,214.8487462554864,RIC
15,178.9608724284812,176.88782362848605,VER
16,242.97694892366277,238.64096550881584,VER
17,284.4058378408244,276.92215798146503,VER
18,300.37045221790476,283.75226872523587,VER
19,284.91864312685715,275.38765495308644,VER
20,129.1007642979292,131.4615362124961,RIC
21,158.51666457061523,163.44019605513782,RIC
22,146.97304881777458,142.0343340465128,VER
23,203.26444834131553,204.9092899577188,RIC
24,143.96076152642954,142.77732826575243,VER
25,,179.3666730666667,RIC
