Minisector,HAM,HUL,Fastest
0,285.42647123002797,284.7046892946503,HAM
1,121.66221918653517,117.55378486639898,HAM
2,164.17509643753215,159.19244738058663,HAM
3,211.48037165820105,212.00726797682427,HUL
4,160.3216319193896,168.98381527086755,HUL
5,243.37697104550267,246.1433917424762,HUL
6,212.3022297635533,207.01187071390476,HAM
7,139.0561502725354,136.56699919284543,HAM
8,234.87419232725026,237.13809402376418,HUL
9,277.4582041,276.3910831413343,HAM
10,287.5515969975655,287.0829577996819,HAM
11,153.90030215050072,155.26717972324136,HUL
12,223.83240868172336,219.92554451277127,HAM
13,272.46166568084465,272.58916224920637,HUL
14,266.8723917173754,260.6944655310438,HAM
15,98.62473555566947,98.59230416856143,HAM
16,223.0830970941203,219.10638028249616,HAM
17,272.07243735278496,271.5544216083984,HAM
18,293.24861730509804,293.3803870648889,HUL
19,304.61158089411765,302.414204977306,HAM
20,309.59732969479325,308.421182328949,HAM
21,291.8993373125541,289.7955403,HAM
22,155.28805848638493,156.10710533954546,HUL
23,235.44653254824635,236.23237430989647,HUL
24,277.28210818362425,277.20288793599997,HAM
25,,287.91000064,HUL
