Minisector,HAM,LEC,Fastest
0,257.385712067741,257.90311271217564,LEC
1,136.9730975483037,135.16136850631685,HAM
2,265.43262854965985,263.8040040420752,HAM
3,306.89416231624585,309.0362032370068,LEC
4,306.05071428571426,308.9533803279412,LEC
5,315.28193808349675,317.6966689846154,LEC
6,320.37213827838826,322.2766262537374,LEC
7,320.090902175224,318.04535121249467,HAM
8,204.34363068161312,197.17255039232768,HAM
9,205.61899004535613,205.04746965958486,HAM
10,182.72718569861271,179.43022387906075,HAM
11,172.53692745474447,170.58906959502238,HAM
12,259.9493295130795,258.89236774866384,HAM
13,279.80761850142983,279.3768476190476,HAM
14,287.0161950250441,283.8066470554215,HAM
15,273.25987286209175,269.60644774808304,HAM
16,178.2265798181322,176.47111082894386,HAM
17,196.71850791113187,192.42780243927996,HAM
18,244.29678819914102,246.9101717896517,LEC
19,286.49684639094204,288.7758653846154,LEC
20,305.39023333333336,306.8238037590528,LEC
21,311.5333770172093,313.60314285714287,LEC
22,308.92554563492064,310.73517189049016,LEC
23,251.66416479259593,245.16475593372144,HAM
24,126.51728664351273,121.92944425180606,HAM
