Minisector,HAM,NOR,Fastest
0,286.12484583672517,294.2117937186724,NOR
1,289.5014498294612,301.207126962465,NOR
2,171.75073935952815,155.50468220951242,HAM
3,224.53462861687785,226.44717041622408,NOR
4,270.80764398571426,280.32574256969696,NOR
5,291.34841477235767,304.986836425172,NOR
6,294.9640283835828,316.0276189053968,NOR
7,168.47631374216112,153.6542188113839,HAM
8,124.42911916941904,120.99232505333731,HAM
9,246.63255778285716,253.516852975359,NOR
10,282.8187104474272,296.0513737655153,NOR
11,294.82546732952386,310.76744778197974,NOR
12,136.64678131355458,137.65973546250595,NOR
13,194.1077834001517,185.9929044524047,HAM
14,256.8367627115458,252.31617292622224,HAM
15,191.26800949371636,195.42274506012606,NOR
16,217.30149687329663,212.95109455878932,HAM
17,210.40134839731093,208.0334356265008,HAM
18,240.53083779794775,242.74341483352381,NOR
19,274.59449708095696,274.3269698841346,HAM
20,292.0356724850356,286.77076109163886,HAM
21,258.89404171286526,253.6426352427736,HAM
22,225.2635017324043,215.56021890249514,HAM
23,200.17262941822474,199.61242849364874,HAM
24,259.6657084776419,259.84074316485186,NOR
25,275.7656256,,HAM
