Minisector,VER,LEC,Fastest
0,311.1380532368843,295.2349758139858,VER
1,189.0908344661287,202.10764085795222,LEC
2,230.08973174910642,228.77390767266456,VER
3,284.13381493452766,275.62515977741805,VER
4,233.87765516634457,244.88486721273316,LEC
5,125.35531531508714,125.356807107367,LEC
6,212.81180738598158,205.31990977955317,VER
7,259.7853337656143,257.4231422178524,VER
8,204.43982729858473,212.30986324839466,LEC
9,211.497043846205,207.30791143100637,VER
10,269.5098530381153,267.5034730002489,VER
11,208.75845003299693,221.93478503451172,LEC
12,182.30826897815277,170.5726613574282,VER
13,263.1780182525516,260.72526826025785,VER
14,287.80816379192925,281.1586150433589,VER
15,256.1561058694443,254.9897580163798,VER
16,244.16574824247246,238.02341969910051,VER
17,285.0840813521861,270.57898403535967,VER
18,309.02115743772544,284.33503830955925,VER
19,175.41736708218716,182.80141801631115,LEC
20,210.9827736725044,211.85910105382544,LEC
21,170.68555118581608,191.67286275241818,LEC
22,141.60050395704204,133.1624706419929,VER
23,239.04898867291197,231.7709622409781,VER
24,292.13897747146797,280.1325795137014,VER
25,307.75714377142856,290.4083333333333,VER
