Minisector,HAM,RUS,Fastest
0,133.70193195669518,118.31533605540052,HAM
1,153.2395886556322,161.82409606670993,RUS
2,212.40800963838635,206.3859307546341,HAM
3,245.79558732698413,228.86506063238093,HAM
4,271.2872164,261.44060573376055,HAM
5,283.6812809333292,282.13518074397757,HAM
6,307.0734384,290.4457142857143,HAM
7,315.04009509285714,294.31505687272727,HAM
8,319.50269243076923,253.90651611088347,HAM
9,320.69437488,226.09463936000003,HAM
10,319.4906047587097,199.8837500342857,HAM
11,269.7033233066667,200.60625004444444,HAM
12,199.13463193777454,148.20252522537862,HAM
13,107.39231820057971,133.59659501648744,RUS
14,94.76065602454202,175.47241577931035,RUS
15,135.10931230592288,216.6331229723034,RUS
16,182.75729288205127,190.57955203151516,RUS
17,214.7206192549761,106.14754510109046,HAM
18,236.71521780869566,139.83417534117646,HAM
19,209.61904761904762,181.1000816820513,HAM
20,147.4223664746902,175.41170536973544,RUS
21,123.18263174736842,159.60193368856773,RUS
22,142.8436556848485,148.231541218638,RUS
23,197.43593984447844,179.5377548878217,HAM
24,229.23339442705313,,HAM
