Minisector,VER,SAI,Fastest
0,258.4139558799069,260.0499539909452,SAI
1,204.43044162830137,198.1130091696778,VER
2,225.18457431941,225.27210098984767,SAI
3,263.2815274537374,265.0455343001728,SAI
4,273.8729014067139,279.76855399750025,SAI
5,216.61599047471032,208.53966381378476,VER
6,99.46862723084897,96.42133537789331,VER
7,182.13938754778022,197.89852144580115,SAI
8,267.891575719346,283.58607282734806,SAI
9,290.3877608284073,315.61129241951386,SAI
10,297.8276840883285,328.5763977698772,SAI
11,292.6229345792359,312.1238447679049,SAI
12,114.48449537346136,109.98027593489068,VER
13,215.7045500360351,227.1658311122588,SAI
14,275.64382465811155,282.3564578479769,SAI
15,293.9021932407403,298.1588557575109,SAI
16,227.31763128349826,209.71991144634995,VER
17,125.99430422873245,123.74750293273327,VER
18,153.32434191976026,158.68502864364117,SAI
19,251.07143204665496,255.72558507629034,SAI
20,157.65284925020669,151.9100969663737,VER
21,129.02186127159965,127.17520902993839,VER
22,207.9594213534863,208.07721636442042,SAI
23,209.1021090269348,194.80485132479532,VER
24,169.46419295913472,165.57170816169727,VER
