Minisector,LEC,VER,Fastest
0,326.43647677575757,322.6476197194333,LEC
1,338.7019659777332,331.36414021563115,LEC
2,337.7965554123636,330.7948333333333,LEC
3,202.43183957471973,199.3939624299279,LEC
4,128.00142780482395,134.28921355475217,VER
5,265.89930538329355,268.90985895568264,VER
6,301.0045691018399,302.3260575612121,VER
7,316.09238666158734,314.5872158884848,LEC
8,284.5083899741799,289.4923738395031,VER
9,144.19276448379256,150.46617837093285,VER
10,219.63401189789286,223.89604969346053,VER
11,222.37933267613448,233.29721275750916,VER
12,199.09180017840433,206.3060183354637,VER
13,269.29795978926825,270.072252728647,VER
14,306.6627996521017,306.35834003285464,LEC
15,321.2331545752381,320.42942647341994,LEC
16,263.91060017005714,273.1537057538469,VER
17,210.22363723073016,223.29012937439148,VER
18,276.31426313403193,280.9598661004242,VER
19,308.6806574493122,309.7312720458554,VER
20,322.38931685453633,318.6417329269841,LEC
21,298.35732911543903,307.25851393075936,VER
22,205.99039851547994,214.84676666175662,VER
23,265.53110659065794,264.92441879154063,LEC
24,305.6494246049524,294.00442600811596,LEC
25,,304.0133333333333,VER
