Minisector,HAM,BOT,Fastest
0,260.9012340363235,259.4783976120412,HAM
1,216.98621655341526,213.9617801717655,HAM
2,230.5180554451839,226.27815879412563,HAM
3,266.51239661504707,263.58132107595145,HAM
4,277.5243121978721,276.14176223384123,HAM
5,222.8044425665816,223.35402905143056,BOT
6,98.83723614388829,98.63722102801293,HAM
7,194.22248771330516,186.07926995997812,HAM
8,271.2752397593599,272.2631409411209,BOT
9,291.52447504125183,296.2348733251718,BOT
10,298.3237272727058,304.5284022456161,BOT
11,300.4220914865409,306.07894736842104,BOT
12,116.77716310427466,110.86992876448794,HAM
13,217.77767878287693,216.61817101130146,HAM
14,276.9631682120168,284.8707757544573,BOT
15,294.3930464823482,311.22063806779465,BOT
16,233.06964605493397,243.4805427589028,BOT
17,129.93803790515793,128.4656989273538,HAM
18,156.9843343022929,160.4148499465324,BOT
19,255.63822149182445,254.82008631348899,HAM
20,169.48693139902568,167.76061811944192,HAM
21,132.62741496181397,133.02424208325345,BOT
22,208.9238695168486,199.44257648864473,HAM
23,215.65532909341914,215.03225200514495,HAM
24,170.15448270202606,168.95552846614106,HAM
25,,230.24722346666667,BOT
