Minisector,RUS,GAS,Fastest
0,261.70832856960993,258.5429188075924,RUS
1,131.08367941047618,133.0963838836227,GAS
2,200.39882227984037,200.5995150311111,GAS
3,244.17708377142858,246.65267826622573,GAS
4,253.93414053688886,255.47272548923078,GAS
5,171.60162571033752,174.29139870236915,GAS
6,141.76872440575892,146.71000907018316,GAS
7,178.5628149461472,181.63805011485448,GAS
8,96.00068115725871,100.36663824936406,GAS
9,71.40730672388803,73.84504941174684,GAS
10,94.896879849764,94.3374974774704,RUS
11,183.04990998949495,184.91209048368017,GAS
12,245.87888432006338,244.48373380215872,RUS
13,271.0242554130379,268.6204041507483,RUS
14,272.3638201422222,279.774577745887,GAS
15,106.33688521906787,109.81864522165495,GAS
16,146.3212874011993,146.88421332454598,GAS
17,180.73385274850543,185.51736645815873,GAS
18,198.53380561624877,193.8277291589709,RUS
19,207.67290849044295,206.24692195760286,RUS
20,135.82455320170084,135.94450234962963,GAS
21,98.08497237189096,114.03098051118327,GAS
22,99.22131776046324,95.43964273812966,RUS
23,196.81963361918156,194.39648137759636,RUS
24,249.10706304313723,247.53696393396825,RUS
25,,262.67999743999997,GAS
