Minisector,VER,HAM,Fastest
0,294.9966157521886,297.7533770178958,HAM
1,216.05775932835218,225.03533011674662,HAM
2,233.3262801495591,230.154196760914,VER
3,277.3173577994478,276.53585111512007,VER
4,241.92732812609694,247.73490686788767,HAM
5,133.6630549912837,130.5431826382074,VER
6,212.52043569824056,211.4445492317068,VER
7,261.56829195545356,261.52495047687216,VER
8,251.46698733602182,254.56326635267826,HAM
9,241.05832491745593,244.2700701465819,HAM
10,275.88352765084886,274.13377508729604,VER
11,289.6422955577274,290.3335490457143,HAM
12,297.45618639906024,297.3648727209877,VER
13,301.56904765968255,300.9202542103127,VER
14,295.39677814923783,297.05802078933334,HAM
15,259.304627584265,261.2826299072356,HAM
16,248.33281112333725,248.78782299804527,HAM
17,278.45028876882486,278.3891690057836,VER
18,285.38670480246793,290.2785947401001,HAM
19,161.22987560662085,166.6471673602068,HAM
20,211.41180323706152,212.01983106844764,HAM
21,182.85665483009672,211.80480865300106,HAM
22,140.42650735409995,134.17029935012346,VER
23,238.48313151685923,240.31659752374262,HAM
24,281.54343441454546,278.8026916072727,VER
25,293.0,285.48611555555556,VER
