Minisector,VER,BOT,Fastest
0,253.3297097388342,258.6628349841239,BOT
1,208.27424786717566,208.00563695700941,VER
2,220.61895174251248,226.1653294070649,BOT
3,258.21328008774896,266.57360612400436,BOT
4,269.4691131770955,273.09466413744644,BOT
5,210.90782666559207,217.22456665503597,BOT
6,97.86393107573402,98.38561206148566,BOT
7,189.77231717444084,188.8903772243922,VER
8,274.62717114162035,273.42540548124634,VER
9,297.4157405629629,297.77691103906983,BOT
10,306.39889735049337,304.4610901894737,VER
11,301.0952810745984,297.65161518730156,VER
12,110.40119679750237,113.90688620337369,BOT
13,212.7094058268342,220.81613020421022,BOT
14,273.6957179202362,278.2782490039648,BOT
15,296.50875698559776,292.4862857557217,VER
16,224.54706663736664,214.40512506664084,VER
17,125.3962529793476,127.12220926632197,BOT
18,154.6209839769017,154.11792814062352,VER
19,250.388232103897,256.3113366350419,BOT
20,153.61722492033985,156.52297124324167,BOT
21,128.3590209840303,130.3090231339929,BOT
22,202.5657704610455,208.18951081506617,BOT
23,205.83260765848058,201.71880915163754,VER
24,171.7946451597134,168.08858262883774,VER
