Minisector,HAM,VET,Fastest
0,264.72300352016845,271.29185804559313,VET
1,282.2109843530159,297.6771527777778,VET
2,282.5801551539145,309.40089299809523,VET
3,127.0925864930773,121.54904319896328,HAM
4,194.55049221016722,195.0998189537476,VET
5,256.6145671348148,255.55928457507406,HAM
6,139.3467064394277,133.0498233777211,HAM
7,200.35506285073595,201.00524594909092,VET
8,256.37709175017545,256.0045856916763,HAM
9,276.81048587555557,276.0338062746599,HAM
10,229.0307597303412,226.39216675154555,HAM
11,175.84260146259442,178.18661126928913,VET
12,175.16073391733008,187.86528548015795,VET
13,141.04426371285714,137.0010400825412,HAM
14,170.77239001128171,163.8432602178533,HAM
15,156.47292830222224,150.42531352544805,HAM
16,213.0750162536332,211.55533570211676,HAM
17,228.1015997279811,223.9786078909091,HAM
18,232.465179078557,229.96997923649388,HAM
19,239.98755291924505,236.91337870053957,HAM
20,145.77837879036414,137.5580886360676,HAM
21,137.54224631476038,138.48721832050296,VET
22,166.85856419438008,165.14109683932355,HAM
23,151.12187656393266,141.86422619686724,HAM
24,225.30324333718391,219.43361425227513,HAM
25,248.9624992,247.96785645714286,HAM
