Minisector,HAM,GAS,Fastest
0,270.8182254730159,271.02812565333335,GAS
1,292.7723584059321,287.56362214783144,HAM
2,301.8255024453637,295.0426891931793,HAM
3,134.6069783126121,133.95937762708903,HAM
4,197.41291843280325,198.07263673673634,GAS
5,255.58313508571428,258.01666732698413,GAS
6,148.48861282529282,151.35408740465772,GAS
7,210.33792775923808,203.66808670786423,HAM
8,260.36854956658766,257.18359103780244,HAM
9,279.21204590018556,278.8114037894737,HAM
10,239.50102949869074,249.8952643878788,GAS
11,191.4472761391232,191.82142724353744,GAS
12,190.02778433265973,191.87771981613344,GAS
13,152.17819967219327,157.29591972661066,GAS
14,183.88207820125902,182.879971205215,HAM
15,169.20914475924343,169.42754471043125,GAS
16,217.91182566893292,218.5622854672824,GAS
17,236.1103123382246,243.61619842658274,GAS
18,240.14561855303782,241.42662436017318,GAS
19,252.3624993015873,255.2785689974522,GAS
20,147.79175449851698,147.3626131027027,HAM
21,141.41706228268018,144.69980076334983,GAS
22,172.88393441254547,171.0160706032387,HAM
23,157.4768307434736,156.68432323932007,HAM
24,230.0600529183158,227.37354565146896,HAM
25,,258.25,GAS
