Minisector,VER,BOT,Fastest
0,249.5973967111111,256.481769,BOT
1,283.2802991740874,296.40175939229124,BOT
2,176.7783522239744,171.2435415292517,VER
3,161.53010305741498,163.7084350626114,BOT
4,256.13247812871134,258.6760820107418,BOT
5,271.01239109838235,273.78484970596315,BOT
6,235.38549577733986,235.19466720000003,VER
7,206.79143919667948,207.5466828271054,BOT
8,162.2821970519744,158.5887989273403,VER
9,225.8750006153846,217.03105591794872,VER
10,271.01016238504627,273.49385971618165,BOT
11,133.378233700187,128.158428178751,VER
12,212.03817564895945,217.76254759033176,BOT
13,276.14940479999996,278.55001499829916,BOT
14,297.02678580571427,301.21747205445655,BOT
15,304.8703947789474,310.7990738962963,BOT
16,249.0122705762916,227.4670549230165,VER
17,130.40172527909615,129.44238071873016,VER
18,129.7179543274001,132.1529708680682,BOT
19,119.89605557253405,118.4706892670067,VER
20,226.9347746051282,232.946722176,BOT
21,258.36967545872324,256.94624418824657,VER
22,241.2981466852052,230.88189124102564,VER
23,218.60818058271605,209.36931021072877,VER
24,139.6132145314647,137.60920243217353,VER
