Minisector,NOR,PIA,Fastest
0,278.3171310811947,276.510879010352,NOR
1,298.4426557386766,299.5755790952727,PIA
2,298.95017011809523,301.495654532943,PIA
3,183.22936163115133,190.20223550430546,PIA
4,117.82227898695666,120.64618086018865,PIA
5,241.26687300720235,236.68819570280738,NOR
6,282.282444935766,283.0547441879456,PIA
7,294.35608542698566,296.31580805965547,PIA
8,182.48809806211997,185.7067614275113,PIA
9,144.5976882650608,139.58879761430154,NOR
10,251.83451503869713,249.727162261241,NOR
11,290.0338064202616,287.3527921220422,NOR
12,292.1546655363975,300.59835578851556,PIA
13,265.5021522147,288.2815700642229,PIA
14,297.15977072761905,305.84831192140354,PIA
15,300.2456359903455,311.2964234121212,PIA
16,247.30623170556066,261.22709602925715,PIA
17,226.4068545630226,222.04407845212484,NOR
18,281.9800259318212,277.0537726351515,NOR
19,305.75839021865227,304.65669223779446,NOR
20,309.64676114610404,314.94687484533335,PIA
21,241.10933553228548,255.31628902051946,PIA
22,261.30886973018505,264.05207750319414,PIA
23,132.6981829755002,144.10629648286934,PIA
24,221.10028647854546,199.22984831619047,NOR
25,,256.164064,PIA
