Minisector,HAM,LEC,Fastest
0,292.1707197750567,293.46815446580086,LEC
1,302.5666453762844,304.45395824,LEC
2,307.50352638586145,310.7016273897455,LEC
3,307.81805556825395,311.02623009211095,LEC
4,215.03676033845122,199.73722853382068,HAM
5,232.2638348307692,225.0482318957585,HAM
6,272.8968867044291,267.1551584,HAM
7,277.96939505720593,270.1249398300489,HAM
8,207.38529173646947,195.22569157603687,HAM
9,165.0224549569747,158.14380416686473,HAM
10,193.36456530866153,182.43635038121397,HAM
11,264.2792339137572,258.4059189232409,HAM
12,263.9607199152772,253.21815581019447,HAM
13,240.21434666116366,233.6496776895588,HAM
14,279.2175722136646,269.1666077394474,HAM
15,189.99847802781377,179.070801174674,HAM
16,229.35709795555556,221.59819340915237,HAM
17,256.53038596404224,247.50623540389822,HAM
18,144.89389815962053,140.0386014746136,HAM
19,246.20599401021397,240.49889440762922,HAM
20,282.4261901714286,277.6788958683983,HAM
21,266.38600708123005,262.96845403561076,HAM
22,156.77970075897434,147.43309061214987,HAM
23,222.54049781036593,210.52051317245727,HAM
24,274.69428032132504,271.23089784935064,HAM
25,281.1714285714286,286.63333546666667,LEC
