Minisector,RUS,OCO,Fastest
0,303.4850731006984,304.9174046997865,OCO
1,313.4861109894737,310.555923187671,RUS
2,305.0692694293996,295.09052153489176,RUS
3,176.2619034501852,169.3357811165553,RUS
4,221.43929390540282,210.46268536641716,RUS
5,200.67846935132906,189.5745018569049,RUS
6,178.48021769049,172.67603106689276,RUS
7,206.67704085764933,201.8541812071768,RUS
8,255.9959368257047,252.9265513628048,RUS
9,259.81040429758616,246.99453466586374,RUS
10,177.99115773138442,169.64497291618605,RUS
11,229.46480303576885,231.48649576981856,OCO
12,124.21497292059358,122.33832201593522,RUS
13,245.4171040500122,242.61117883743844,RUS
14,276.73019900061024,278.59789624778114,OCO
15,273.8458394795604,275.0052682971429,OCO
16,218.37570111781437,193.28266712973544,RUS
17,193.80424983811446,195.01840938492137,OCO
18,295.762570344583,292.6547169309091,RUS
19,332.5537826238219,328.59639172138253,RUS
20,345.4600002234921,333.1831069679532,RUS
21,321.07166987791004,305.60093656935067,RUS
22,279.0775841536204,256.79735572726065,RUS
23,122.80674021725595,124.36543369153162,OCO
24,245.65561463452656,253.47658602267575,OCO
