Minisector,HAM,BOT,Fastest
0,277.84665877413977,279.44184466285714,BOT
1,225.59900295314284,223.35998503366883,HAM
2,115.07980673564401,118.41569999195087,BOT
3,194.39284408950792,201.92637973919412,BOT
4,172.7526880344086,177.08501293697682,BOT
5,224.23582193112756,223.98586801587302,HAM
6,287.44931352804235,279.0992778580433,HAM
7,308.3663688804233,297.2196758518519,HAM
8,180.96567537269843,177.86894246142876,HAM
9,125.9838031769247,128.08260214587256,BOT
10,136.52811280853484,140.7803254576441,BOT
11,199.8250910945055,204.0152112057072,BOT
12,209.89194765294857,207.71450635061726,HAM
13,131.08546742113822,136.28299837189363,BOT
14,142.42114861898636,140.67621597362893,HAM
15,132.01866733339418,139.87674524813738,BOT
16,264.29843962134635,258.73848172550515,HAM
17,135.26200040686678,140.14462208977437,BOT
18,201.81921629050717,207.05618575346358,BOT
19,132.3731145043436,133.1100114865726,BOT
20,145.70750644782584,143.36208174898525,HAM
21,128.50145636311748,127.91257386341688,HAM
22,151.48879398284691,158.3332374560638,BOT
23,222.51709396746614,228.30711795555555,BOT
24,242.58858731594205,244.70693957877532,BOT
