Minisector,VER,LEC,Fastest
0,316.86872908,323.5124603527014,LEC
1,326.6394897959184,338.2597086845113,LEC
2,322.496418191345,337.55299979147867,LEC
3,170.20434532936105,201.45930454337238,LEC
4,124.36888039791745,110.94093627404878,VER
5,263.87926116141415,259.1428776301351,VER
6,298.65524388304294,299.8455919703309,LEC
7,311.6974414830409,319.611044186723,LEC
8,263.1365545712807,279.17855079997827,LEC
9,141.77489658298973,133.40725902116094,VER
10,209.53111583046396,207.15278045131558,VER
11,216.44854460603673,210.1156605913454,VER
12,194.27639292168794,186.39087450320162,VER
13,267.97616811757194,264.75045739192143,VER
14,297.0047257345724,307.755692738089,LEC
15,310.7951315873684,324.537243927873,LEC
16,258.1155479404489,267.33397578863935,LEC
17,211.5516052807174,198.86092064081157,VER
18,271.6903754662451,267.07406840455025,VER
19,304.4402251726708,306.50964957798294,LEC
20,315.9041667047619,324.10838626913716,LEC
21,294.44749700096617,322.03941354666665,LEC
22,206.24126191883485,197.07947367414533,VER
23,262.78769912967033,261.43105100458996,VER
24,299.7246892398032,303.350330210915,LEC
25,311.94999936,,VER
