Minisector,VER,HAM,Fastest
0,306.13239082857143,304.4949756468966,VER
1,162.6716506444325,149.15543918851907,VER
2,218.14796545939393,211.2897926916402,VER
3,288.010226398797,288.34985238588234,HAM
4,315.4851876957143,314.44044722779444,VER
5,317.0623536136082,316.34874986666665,VER
6,181.73286145433232,171.88942908317463,VER
7,117.86774049322491,122.35392266239937,HAM
8,243.57298893476082,254.26862438184872,HAM
9,296.9601889238627,296.1442578554622,VER
10,301.13392040522314,295.45937324733706,VER
11,138.3265231199098,140.3773908230318,HAM
12,180.0357679679597,181.16343548102503,HAM
13,244.38953756580017,245.26838085171715,HAM
14,193.26295809311048,188.49993520570362,VER
15,194.8853833599856,190.11106731604394,VER
16,197.55880356204943,194.75317607665016,VER
17,234.82327776867623,233.27748691301588,VER
18,280.6085041861816,278.5853472787301,VER
19,294.0646093242857,294.38911812879496,HAM
20,244.31537323319728,241.37147694391535,VER
21,205.9960882685972,194.16515406202686,VER
22,187.7940000365393,180.93893627754858,VER
23,270.285089441522,267.5765936673347,VER
24,304.1308874404762,303.83411465333336,VER
