Minisector,HAM,SAI,Fastest
0,301.6355775344821,294.41036852002986,HAM
1,257.952850430279,246.90254281180702,HAM
2,203.4942081580194,205.09072199389416,SAI
3,269.39527286768856,270.06345752492876,SAI
4,234.22765346554934,231.46506123236225,HAM
5,122.27322626939697,118.19586413983855,HAM
6,186.1317506497318,180.12231663221706,HAM
7,261.773497836351,259.28655635489037,HAM
8,292.15516898888916,288.77787312217316,HAM
9,304.05847492936545,301.03629529817476,HAM
10,309.4159798971263,302.34486809920355,HAM
11,231.7201893884114,220.79293379039865,HAM
12,148.86884089316766,146.30731875000794,HAM
13,260.5629515234795,257.97835367192437,HAM
14,292.6658526671684,289.28448848384755,HAM
15,303.8573768670496,299.1436507936508,HAM
16,301.4398245726005,297.41139304796803,HAM
17,271.8103033280222,265.2325474576484,HAM
18,194.58404147367148,194.41929278105306,HAM
19,196.38725529399667,189.85117251475248,HAM
20,190.26649674926836,186.24189546033162,HAM
21,255.85679088821158,254.7999715539793,HAM
22,131.44491525075134,129.86131024611868,HAM
23,196.66006110110044,199.23562484172848,SAI
24,278.0728177682267,276.3791844463171,HAM
25,292.6916672,288.0,HAM
