Minisector,HAM,GAS,Fastest
0,279.0425385192311,279.0190717005437,HAM
1,292.3485355284641,296.0578094994286,GAS
2,287.32375650081724,292.93116175223037,GAS
3,176.7182438928751,174.22322783182221,HAM
4,128.4400546438448,123.91189905385647,HAM
5,242.94230649039937,237.11874342708427,HAM
6,280.9951057213404,280.37546196067586,HAM
7,286.1049604825397,290.1947539949604,GAS
8,186.91943730498784,184.87167857605627,HAM
9,153.55374027687338,146.51906530391017,HAM
10,256.2095986044001,255.4180232390258,HAM
11,291.32765581274447,290.44993571000504,HAM
12,299.07474906742596,302.07151254219576,GAS
13,276.12256084436143,284.86586596628086,GAS
14,292.8896904655238,293.7316757555907,GAS
15,292.7946018177613,297.9996920217033,GAS
16,248.9963345316656,264.32933016396026,GAS
17,232.95429794767622,228.00308975908337,HAM
18,278.03311285502645,274.80542371740023,HAM
19,294.1583185379172,294.352958368,GAS
20,291.21050996877267,300.39350883123353,GAS
21,234.6078320963415,235.81842346299675,GAS
22,264.99689834667964,261.7329338038739,HAM
23,144.77037699709234,143.10576753161328,HAM
24,225.6962993858983,217.8368512194518,HAM
25,261.06666666666666,261.2250016,GAS
