Minisector,VER,OCO,Fastest
0,258.03360541239806,258.5583844053907,OCO
1,142.81434521857452,129.73181278497415,VER
2,267.23931426359115,268.12785255249963,OCO
3,309.5471247167947,312.0495447589234,OCO
4,308.93986303070574,313.0208553521357,OCO
5,316.4362698677954,321.99086123377776,OCO
6,320.40943751991114,327.0319588703704,OCO
7,315.25015123793946,322.4025181078261,OCO
8,200.12117152163347,204.33228919176258,OCO
9,203.83725697655584,203.76574608079736,VER
10,182.15068124935857,182.2906429076133,OCO
11,179.9828601284034,174.01348542925064,VER
12,256.94816409274733,256.90138155084486,VER
13,276.1770801323232,272.4164174716699,VER
14,284.7842705773754,280.662287249418,VER
15,270.6744672741895,267.8653483150667,VER
16,185.611725059839,173.92236357067915,VER
17,195.9304409401905,188.75511631897274,VER
18,247.97801415749322,250.57720141912037,OCO
19,289.1390577196372,293.198893732516,OCO
20,308.9846604181242,313.8797283825785,OCO
21,314.50964284675325,320.80357499362316,OCO
22,309.11239733434064,316.08751939875776,OCO
23,252.50604064287745,246.8873074071767,VER
24,121.10290275421488,122.88648438830639,OCO
25,231.3875,,VER
