Minisector,SAI,HAM,Fastest
0,260.90882352941173,261.9187505714286,HAM
1,135.0827144802577,140.71436333714286,HAM
2,195.25463530199323,201.5655453327967,HAM
3,243.91484593837535,247.22794139607845,HAM
4,259.9450385134029,259.6766666666667,SAI
5,184.6173218024652,189.8086005452444,HAM
6,152.57786600070546,155.73493534358974,HAM
7,185.42283182129142,192.12296260628182,HAM
8,103.66576454971947,106.21776267468671,HAM
9,79.1596799921428,79.00184700328671,SAI
10,93.62398021485409,99.39287040929949,HAM
11,179.75371397813785,184.3661544034632,HAM
12,245.2406191283469,248.1043157809524,HAM
13,267.5584126984127,269.41450880768684,HAM
14,280.10087876158485,278.2249996,SAI
15,121.25864428464294,118.87246809292141,SAI
16,142.58571820241698,144.60277882469134,HAM
17,194.93076280762193,194.23478270144926,SAI
18,198.22511904761905,203.71924270884583,HAM
19,220.00119248117622,221.4754387649123,HAM
20,131.83569177946262,139.02868962475762,HAM
21,117.55610667740883,118.54901907450981,HAM
22,93.30744299810338,95.87286048249017,HAM
23,195.80000096507933,198.283333384127,HAM
24,246.7794159922542,251.00506017852507,HAM
