Minisector,HAM,HUL,Fastest
0,262.8482457263158,274.6032697058655,HUL
1,296.9365170579788,298.1656743415873,HUL
2,310.8209328,309.72153857833274,HAM
3,319.64974598165793,316.6711906336508,HAM
4,324.5854166857143,321.4767856761905,HAM
5,327.44481299591837,324.8015413322131,HAM
6,282.46176269803925,195.1411477111111,HAM
7,116.6571866504602,107.91991475862629,HAM
8,149.7217455311629,192.18597921020034,HUL
9,251.04890414035086,264.06731052282373,HUL
10,288.72526073333336,291.2815104,HUL
11,231.25467476049403,158.55337509923453,HAM
12,93.94797403424116,100.22563152911732,HUL
13,113.39396004484925,119.83255988568223,HUL
14,214.50357211428573,220.72103058866213,HUL
15,196.1744285927619,185.54741879906396,HAM
16,222.96570234198708,223.95595276190474,HUL
17,195.5388888888889,173.66693973257347,HAM
18,221.42434457142858,239.96057893998352,HUL
19,271.8230393098039,281.90931394509806,HUL
20,289.50946714626565,251.13428297960206,HAM
21,155.8471288275862,147.20387847373271,HAM
22,102.76497128887652,99.81067834673584,HAM
23,123.75450372612613,129.10284038522303,HUL
24,205.3366496015959,226.24654052380953,HUL
25,,257.05000106666665,HUL
