Minisector,NOR,OCO,Fastest
0,263.01740203921565,258.9441194666666,NOR
1,139.32890852891057,129.9737132071324,NOR
2,197.9115950730159,194.16328471759854,NOR
3,248.93120134754506,242.3828421647059,NOR
4,261.76953166666664,259.02039578270336,NOR
5,187.4430589482669,180.6121625266899,NOR
6,149.80770146095463,148.8098219809524,NOR
7,184.81457387977335,183.35486602902114,NOR
8,103.6238545634812,102.37424938165996,NOR
9,78.20771525298507,77.85765314454231,NOR
10,93.88781188040417,95.7588268851918,OCO
11,172.67106489772257,182.24305282119903,OCO
12,245.45915975394917,243.80780483875822,NOR
13,271.46086790404695,266.30388828444444,NOR
14,279.7611117511111,276.13444544,NOR
15,120.96659408073516,114.19598934662962,NOR
16,132.49909070015838,151.62420362045856,OCO
17,195.93198737430635,190.79247634142627,NOR
18,202.3949076661778,197.88968071111108,NOR
19,225.22238893544974,216.68815938245615,NOR
20,137.50337757006818,134.55637954350132,NOR
21,119.83637872761904,105.16319816962583,NOR
22,89.98765470949458,98.49883669115646,OCO
23,196.269110641215,200.97254583073746,OCO
24,252.28480451764705,247.9361968,NOR
25,262.2416661333333,,NOR
