Minisector,VER,RUS,Fastest
0,288.0461948355019,294.6940392514286,RUS
1,291.92128662,305.07986812517004,RUS
2,173.01803707044368,154.46796312756683,VER
3,221.4721544909804,224.61853637460317,RUS
4,270.095889158394,276.6893236395568,RUS
5,292.67130199997166,302.1687733233333,RUS
6,302.9562242742857,312.0977274181818,RUS
7,180.95261278056884,154.70710641754684,VER
8,124.3202697691003,132.7189680643341,RUS
9,251.60553722893317,253.30028065344536,RUS
10,293.57863856839987,287.30313506807016,VER
11,307.4732043342857,291.4859408523636,VER
12,148.57492820924256,135.92037277492062,VER
13,180.58897741721262,196.6798367485074,RUS
14,255.95735056427134,249.58630885826332,VER
15,209.0753066569697,200.38855475776904,VER
16,216.17645328974197,220.71960722285718,RUS
17,219.30134376699897,211.41201024504846,VER
18,249.6107063573333,241.47280082520723,VER
19,278.4614032673103,272.553517658836,VER
20,295.7082138379832,287.9802118969697,VER
21,270.1922222114486,259.22114977929664,VER
22,229.0617370926089,222.79272144048716,VER
23,208.76507662268398,204.0044875312409,VER
24,263.67193472329143,258.66156635789474,VER
25,280.1625,,VER
