Minisector,HAM,LEC,Fastest
0,280.79416289352554,281.37376995473545,LEC
1,291.1467578493402,297.04058460383453,LEC
2,241.82499261943641,240.6951763883248,HAM
3,120.68085927130522,119.20917846006479,HAM
4,141.56940957644466,145.6530679963251,LEC
5,251.10639140975945,255.773191670351,LEC
6,252.05562813224233,253.2707263295497,LEC
7,128.56508079282332,128.984083771111,LEC
8,247.81308235867928,252.90096276293534,LEC
9,262.9363870537199,266.0063918986855,LEC
10,212.4265987861791,214.92900187995198,LEC
11,148.74826254561341,153.42577256721108,LEC
12,213.38340035399833,223.63858432587517,LEC
13,256.72586682654963,267.7868638200016,LEC
14,119.87472838517049,119.42887342401599,HAM
15,200.6461488873795,206.02236564584763,LEC
16,259.41155381965933,261.7595844026045,LEC
17,285.98079618180344,288.7096555210662,LEC
18,296.0544325677949,297.88570439622333,LEC
19,301.54348226156367,301.76916672000004,LEC
20,299.1014208653101,304.54562501333334,LEC
21,164.64301790387924,144.67671148475304,HAM
22,152.7946846496559,168.21908664284652,LEC
23,205.54997037119534,195.20621784749724,HAM
24,239.2775090093264,245.15768477606525,LEC
25,268.5833322666667,,HAM
