Minisector,HAM,LEC,Fastest
0,275.2705498617914,280.7440142984127,LEC
1,300.64130116923076,304.6636917595504,LEC
2,313.91932588698415,316.0107993360544,LEC
3,322.85633924568606,322.7490384410257,HAM
4,327.6526985567006,327.79251700680277,LEC
5,323.71471031292515,330.3331037268308,LEC
6,199.19629560154465,203.74409833650793,LEC
7,108.15533606027451,107.62910846736352,HAM
8,189.15306465988672,186.0686569293236,HAM
9,259.9743066074074,268.33515646666666,LEC
10,287.6915706986775,298.6354166666667,LEC
11,164.456479480776,162.96327802992866,HAM
12,97.3557124103671,99.67901656927839,LEC
13,118.78968274435182,118.7887957579853,HAM
14,222.6537276234241,220.38857939653974,HAM
15,190.18173619957528,187.22095697777777,HAM
16,221.8701485714286,221.83257772099464,HAM
17,179.86771849738258,173.8836669677956,HAM
18,236.44363081904763,244.96702625403006,LEC
19,278.8802326936934,287.8888056949495,LEC
20,241.28815859649126,228.90106217539565,HAM
21,144.36342722150482,144.93332963461793,LEC
22,100.6792310578748,99.4652826787912,HAM
23,127.54333302857142,125.72271227669296,HAM
24,228.55659236423375,236.96329392592594,LEC
25,259.28333226666666,,HAM
