Minisector,VER,NOR,Fastest
0,291.0999117810278,311.75462846850434,NOR
1,300.9358928533333,327.4083334175439,NOR
2,305.2087718736842,328.1197248071883,NOR
3,307.33450781860483,319.58045202889855,NOR
4,189.34345356039913,172.21642703238095,VER
5,224.9692073142857,211.1269938788697,VER
6,253.47087792338354,237.7129968,VER
7,272.65062333242633,264.3646741797101,VER
8,268.06008160360386,247.69112055652172,VER
9,177.2413692414566,167.9495946718315,VER
10,239.77348738337233,225.24280501651575,VER
11,143.64731474657376,131.46753646785038,VER
12,232.44103934688073,228.6925378168498,VER
13,202.10716335238095,179.9576141038188,VER
14,227.4622713903916,222.98582196980766,VER
15,259.0855071536232,245.92238827362104,VER
16,270.9980438784581,266.90445204803314,VER
17,286.71239104961137,282.68041674666665,VER
18,170.87389597605443,153.16474446818452,VER
19,176.1535261188551,173.63793606407725,VER
20,151.11058453004568,144.4458603474446,VER
21,178.31489907070707,157.8439726694268,VER
22,120.49017599724503,116.21704382913691,VER
23,224.9999714016117,229.52219202438096,NOR
24,272.12803221768706,272.03825133719505,VER
25,284.6749994666667,,VER
