Minisector,VER,LEC,Fastest
0,306.13239082857143,300.4947222044445,VER
1,162.6716506444325,152.6617625624627,VER
2,218.14796545939393,213.730574453899,VER
3,288.010226398797,286.1302578944219,VER
4,315.4851876957143,311.78088507809525,VER
5,317.0623536136082,312.0963042074074,VER
6,181.73286145433232,171.76907311583497,VER
7,117.86774049322491,120.56491904011465,LEC
8,243.57298893476082,253.74668032902997,LEC
9,296.9601889238627,289.7145171312281,VER
10,301.13392040522314,289.05628547392297,VER
11,138.3265231199098,135.72277746572243,VER
12,180.0357679679597,180.85319486036857,LEC
13,244.38953756580017,242.4950649260305,VER
14,193.26295809311048,182.53862430511361,VER
15,194.8853833599856,199.37260208496897,LEC
16,197.55880356204943,199.4950343279121,LEC
17,234.82327776867623,237.913479926712,LEC
18,280.6085041861816,281.65908345396826,LEC
19,294.0646093242857,288.6573212096145,VER
20,244.31537323319728,238.16589939313738,VER
21,205.9960882685972,202.60890258488888,VER
22,187.7940000365393,195.6835909610215,LEC
23,270.285089441522,275.4781405121693,LEC
24,304.1308874404762,301.8501510810751,VER
