Minisector,VER,NOR,Fastest
0,275.23513734140954,275.2636091471266,NOR
1,294.4025836928139,297.55233591111113,NOR
2,290.3934620361157,295.54012461491055,NOR
3,181.30821515263747,176.37358061225933,VER
4,121.84511853946367,118.08752642575189,VER
5,231.86074682006512,233.0601204846453,NOR
6,281.03052414222225,281.89779487022633,NOR
7,292.77009702316883,287.2026902837234,VER
8,180.14039350312171,180.12954153919722,VER
9,141.31234137965973,138.03238996501761,VER
10,247.1846694654916,246.4880251891358,VER
11,285.1131944205848,288.34946636726846,NOR
12,295.04563509164024,302.7768819266476,NOR
13,283.36664120352737,287.4860486952997,NOR
14,293.8589572509174,298.38758942765486,NOR
15,291.6587558273346,300.26784739758733,NOR
16,258.5581840302883,257.48781830750124,VER
17,237.76296541302682,236.04695958646076,VER
18,276.2471838448826,276.28043789831105,NOR
19,294.03849568124673,296.60784168601873,NOR
20,292.8169572305366,303.3272513137148,NOR
21,240.78621387915484,237.00578567692588,VER
22,263.5867564989092,263.87846069544975,NOR
23,132.4810816132237,138.96896801416582,NOR
24,213.25711911037922,206.59378533818182,VER
25,,255.04285714285714,NOR
