Minisector,VER,NOR,Fastest
0,276.1631768911977,278.237145778319,NOR
1,293.9612135670991,297.02377498744124,NOR
2,231.59789792420912,232.20214325180282,NOR
3,114.48743845626315,106.93145643416086,VER
4,130.37340284342164,127.23532754169152,VER
5,245.0577537142457,250.93163291268834,NOR
6,253.75824914133332,231.0178370313933,VER
7,123.80514301516864,125.75925253675783,NOR
8,242.60808683521736,248.28006829895972,NOR
9,257.11014918521556,250.39878183223541,VER
10,211.0238971519951,204.21444935822723,VER
11,141.1290589872239,132.11361259150297,VER
12,199.98099467494646,217.66964817268445,NOR
13,258.4628580717745,247.15601525482728,VER
14,113.0643510298298,109.31354511005016,VER
15,187.4494057496255,199.43648267061354,NOR
16,253.15852848179787,261.52039183839145,NOR
17,285.22230755086514,289.88587735153266,NOR
18,298.78996305160507,303.2809406424515,NOR
19,304.93717535584415,308.28908341066665,NOR
20,307.40503475555556,309.0979318925419,NOR
21,176.80228691196726,128.82306385224476,VER
22,138.0516396517361,179.61072922319394,NOR
23,196.07928824482815,187.95023986401833,VER
24,230.0735899697163,240.32916830548766,NOR
25,262.0250016,,VER
