Minisector,HAM,NOR,Fastest
0,309.8707383216562,292.4475,HAM
1,316.21469299649124,289.36646836825395,HAM
2,311.2701392,278.27599212698414,HAM
3,231.7503755125596,228.72056700524047,HAM
4,222.91430959706958,229.5178348952381,NOR
5,118.62423670695226,113.00957947775584,HAM
6,214.71865668793708,225.51746715897434,NOR
7,268.002650569697,273.182168530656,NOR
8,233.63267165866665,233.5036923062857,HAM
9,118.4729541407897,116.222283946683,HAM
10,234.40859908944188,238.88315915555555,NOR
11,244.67699357681158,252.5389649742443,NOR
12,139.7075654950058,136.5731750505675,HAM
13,210.20954257495592,219.2306082051282,NOR
14,268.0868926926077,267.2166665212121,HAM
15,229.36512722962962,225.02635294626376,HAM
16,157.04175788444445,157.57663879960066,NOR
17,238.38699925333333,237.2816866333351,HAM
18,125.74903215591162,123.86918538533226,HAM
19,148.1324012550392,143.2929169142857,HAM
20,190.4363859657143,190.74467420951527,NOR
21,261.1419849956693,259.7647723151515,HAM
22,278.2791663746032,275.21234166712884,HAM
23,285.26150764263036,280.0063391542857,HAM
24,290.79344053864634,289.48107133714285,HAM
25,293.0,,HAM
