Minisector,HAM,BOT,Fastest
0,305.1188408115942,290.27222186666665,HAM
1,319.56746016507935,296.63405801739134,HAM
2,304.4002809039189,289.90406841904763,HAM
3,113.35186919139737,120.34445983438596,BOT
4,218.6215279243774,225.22978590081556,BOT
5,274.1647534064195,276.26557461587305,BOT
6,219.92187606666667,223.35338606714765,BOT
7,160.7866572244166,168.57690346666666,BOT
8,211.63651834129914,220.2391389588994,BOT
9,223.98624208193226,232.72044388045978,BOT
10,120.75238610948955,123.84969755904483,BOT
11,225.6605025656518,232.5036560741451,BOT
12,123.81291164832548,127.51103786991582,BOT
13,223.04747678058638,230.71962073957306,BOT
14,277.1483331413333,280.515842394936,BOT
15,217.63198367139853,226.11778076444443,BOT
16,192.22276218476955,199.43344037183795,BOT
17,253.581412429992,258.03205078974355,BOT
18,213.52285061505376,218.2155299240255,BOT
19,175.99780282375735,182.11666500740742,BOT
20,264.0318779003315,264.84481304702126,BOT
21,281.09239132753623,285.0659419826087,BOT
22,178.22276719032584,183.12157793198136,BOT
23,213.00739173947773,218.974729427957,BOT
24,269.2376020403038,270.79410258319297,BOT
25,282.55,,HAM
