Minisector,NOR,HAM,Fastest
0,291.6560317647452,290.44648544861286,NOR
1,160.32948720179385,156.15438809498406,NOR
2,161.86212728957534,165.11584412170373,HAM
3,242.16718074829933,236.56044708864468,NOR
4,263.8439014421211,256.92691318883834,NOR
5,243.06794479177145,239.69760286466786,NOR
6,212.76715344808625,213.57025855488214,HAM
7,143.87759967532182,145.33085719251463,HAM
8,225.9912351541195,221.30114631449206,NOR
9,298.4259583670408,294.9947910628572,NOR
10,322.78619625574424,317.5132050425368,NOR
11,323.013837449266,315.9011215755267,NOR
12,315.28897467915516,310.5675502034568,NOR
13,310.92537790075187,305.413601728572,NOR
14,126.88892510833286,131.09210915326994,HAM
15,117.5039051461619,121.4295304169703,HAM
16,97.7324261022334,101.34352067542731,HAM
17,243.08869470158433,232.90327859717172,NOR
18,304.53501288314624,299.9242163122922,NOR
19,325.84803313662337,318.7137396322078,NOR
20,328.3413827419827,316.523020896,NOR
21,323.14664946262627,313.04969153156964,NOR
22,128.0227054106298,126.5336353455562,NOR
23,198.83322714242013,183.30322440142908,NOR
24,276.47344390115245,269.885820787117,NOR
25,,283.7,HAM
