Minisector,NOR,SAI,Fastest
0,290.5133769204205,292.4854681406555,SAI
1,164.96156878226495,156.07865934371915,NOR
2,177.45434909161793,179.25462526715899,SAI
3,256.0004207190722,257.1591242584049,SAI
4,289.3784002015238,287.0842277052632,NOR
5,245.5624085448756,252.29723166548152,SAI
6,224.36082429923852,226.7543797019798,SAI
7,157.02697069537916,149.9991048859801,NOR
8,223.77912081345403,222.23350133706654,NOR
9,277.8898441331602,280.3256642783479,SAI
10,297.5265330087157,298.371564400907,SAI
11,306.7593537959184,307.8596215727752,SAI
12,309.1844689394395,312.49676086349206,SAI
13,307.8060272633135,312.29083387885714,SAI
14,132.38353083988474,122.98343220115807,NOR
15,118.13406492917466,116.73075843530452,NOR
16,102.98332411286756,106.12324012138909,SAI
17,233.82110878044048,237.23973072169312,SAI
18,286.11859616715725,288.5805543103723,SAI
19,305.91874160314836,307.34609014320864,SAI
20,315.8858974881203,318.03751912891323,SAI
21,318.76120627649124,321.60508580392155,SAI
22,117.96408805327037,118.9401617917531,SAI
23,204.3603710002005,208.5943660694516,SAI
24,270.54229534018447,271.24908510515263,SAI
