Minisector,LEC,SAI,Fastest
0,262.32087237756616,266.85624148002086,SAI
1,138.9479312019986,135.96765473458822,LEC
2,209.02303761568626,202.33989017415894,LEC
3,246.11569408,245.3178914185695,LEC
4,262.02767862857144,260.56562572444443,LEC
5,185.6594126167726,180.97335966791533,LEC
6,150.84547776284444,154.71685510753485,SAI
7,188.83888750768165,189.87302699672588,SAI
8,107.22384905052607,104.30869107719828,LEC
9,72.87399600925689,72.03213480561816,LEC
10,97.87944471855202,96.77824590877337,LEC
11,188.4367531041666,186.06311956902357,LEC
12,245.15230601910142,244.68869854257957,LEC
13,267.8330948495238,268.19903112489794,SAI
14,278.2319598065934,279.2922984565657,SAI
15,107.37423197174449,109.93861169421466,SAI
16,158.95016494574904,155.04029430744052,LEC
17,191.87739541809336,190.15989729585877,LEC
18,205.63221768973546,205.14680467613522,LEC
19,220.93432529837534,217.42236061688482,LEC
20,141.87544680317018,141.1541148742704,LEC
21,108.99187526636364,114.75437004154908,SAI
22,101.88320769278819,101.53993315581963,LEC
23,190.85127374486217,196.60774510103718,SAI
24,251.32992007111113,249.0237512998788,LEC
25,,265.3555569777778,SAI
