Minisector,LEC,HAM,Fastest
0,323.5124603527014,323.5774270720802,HAM
1,338.2597086845113,337.4033499190476,LEC
2,337.55299979147867,346.18394894351815,HAM
3,201.45930454337238,189.14535334940607,LEC
4,110.94093627404878,121.03534497277539,HAM
5,259.1428776301351,262.1515469537542,HAM
6,299.8455919703309,297.4918583324795,LEC
7,319.611044186723,313.1726033646685,LEC
8,279.17855079997827,265.9697050743259,LEC
9,133.40725902116094,138.63913705653326,HAM
10,207.15278045131558,214.34476391617568,HAM
11,208.94121989817918,206.5121314130504,LEC
12,188.0558487825192,189.83573632530118,HAM
13,264.75045739192143,260.3499039400171,LEC
14,307.755692738089,298.4802597262869,LEC
15,324.56551992407685,311.69588883186145,LEC
16,273.4351661124488,258.8642942956557,LEC
17,198.17416295009417,204.888208109291,HAM
18,265.9468539873568,269.6428104090703,HAM
19,305.79861538966804,304.02447063703704,LEC
20,324.10838626913716,318.7438829361953,LEC
21,322.03941354666665,302.440494744594,LEC
22,195.0962946337676,199.6724751555381,HAM
23,258.74206682822273,256.5911767846603,LEC
24,303.350330210915,296.01650120550966,LEC
25,,308.1944443259259,HAM
