Minisector,VER,HAM,Fastest
0,295.6469376690346,293.0104818062341,VER
1,294.34543497751827,297.02574404761907,HAM
2,163.3683627802696,163.97154842532328,HAM
3,231.61299658510347,229.7029217345098,VER
4,285.3041881117747,278.1059116414882,VER
5,310.89285714285717,296.106769047932,VER
6,315.4478175085714,303.5417082157346,VER
7,153.44937051233617,160.81012498497506,HAM
8,139.5736872338697,137.05033030612609,VER
9,255.37229185969153,253.154873923753,VER
10,294.7923038701586,285.1733500432194,VER
11,303.8966836353742,297.66658148720734,VER
12,144.3600900478518,142.50301053280856,VER
13,200.27284715135087,203.18768580712776,HAM
14,252.42915867509112,259.6736973186638,HAM
15,205.65380179199022,208.01124792970225,HAM
16,224.10958825578683,222.75078366075766,VER
17,214.69877245193706,216.06354904356434,HAM
18,247.31364423701203,243.33574380686963,VER
19,279.14446917176855,277.8031804621936,VER
20,294.2133673403535,295.211523819143,HAM
21,262.16638193331664,267.407797202282,HAM
22,227.6765764259149,228.04506575687307,HAM
23,217.24213655084196,211.2237217011366,VER
24,269.21352089678385,266.6236616719255,VER
25,284.55000106666665,285.1785728,HAM
