Minisector,NOR,RUS,Fastest
0,278.237145778319,280.2874947724819,RUS
1,297.02377498744124,298.715842766319,RUS
2,234.4652011976014,224.26101247633557,NOR
3,109.63735250177525,108.35117215713412,NOR
4,124.2532853581793,126.18606158433312,RUS
5,250.01943440871963,246.352872415735,NOR
6,241.0152542464469,255.28889900724582,RUS
7,121.59979570197522,116.1429831854028,NOR
8,244.9703897020586,239.64027532467532,NOR
9,251.09633181153146,258.3969923965347,RUS
10,208.00731195588244,203.2071075714286,NOR
11,131.97536252901403,139.49523224750862,RUS
12,205.97917232722833,195.92057265349592,NOR
13,259.6738572621,261.27192057809265,RUS
14,111.62951542245705,105.9035776366331,NOR
15,186.5264134000205,172.68645691722676,NOR
16,257.0028712780424,250.75159517250424,NOR
17,288.53783356395604,287.8622567002818,NOR
18,302.8263951879061,305.76600195555557,RUS
19,308.14640359017545,321.2730063202171,RUS
20,309.31593756,329.49254721129165,RUS
21,157.86645354409288,181.17322885301408,RUS
22,143.4687728202919,119.66642218288634,NOR
23,191.03903491444314,187.30716805499895,NOR
24,233.88070164540966,224.86462060571426,NOR
25,,271.23500224000003,RUS
