Minisector,HAM,LEC,Fastest
0,286.92916663703704,294.6144609882353,LEC
1,295.18137248627454,304.46672147004006,LEC
2,300.1868872,308.2348958,LEC
3,301.0091146666667,307.2552078666667,LEC
4,184.42901292698411,179.18060135516333,HAM
5,225.13787804444445,215.42508047039115,HAM
6,250.55080628569317,245.00059474285712,HAM
7,271.10839560501256,269.48390194017657,HAM
8,270.2859653459557,267.60668197248674,HAM
9,173.47032597107585,168.2856085745579,HAM
10,234.96196808366267,237.31116162705453,LEC
11,141.57976159346939,137.92152894814816,HAM
12,227.09900630780996,223.2314760210007,HAM
13,205.6113344,195.36216070716065,HAM
14,224.54303890909088,220.65303558920584,HAM
15,257.0882571364968,254.45291712,HAM
16,266.956049143404,264.2373916776199,HAM
17,284.95381496039164,288.65658211316526,LEC
18,139.84951914749035,131.54424226094503,HAM
19,170.35279015343943,161.91845239938556,HAM
20,155.4234929761905,151.4050272009235,HAM
21,174.93435805894126,166.63709875784375,HAM
22,123.11633478794833,118.78078170702949,HAM
23,226.9136896,230.7287049974026,LEC
24,268.64473667368424,274.0911757803921,LEC
