Minisector,HAM,PER,Fastest
0,313.1514567107648,309.90162180881833,HAM
1,319.4471454476367,318.58965282031744,HAM
2,312.2917597667909,315.56422951068583,PER
3,191.38476517025333,197.39527323776264,PER
4,128.98795271314955,123.76850241560571,HAM
5,262.1715065361004,259.33583895906474,HAM
6,294.80216938919796,292.70269114006925,HAM
7,306.8616796313398,305.3601291505378,HAM
8,266.63794228220604,266.2576101621127,HAM
9,145.15326818512068,144.17970934041645,HAM
10,218.71538198997146,221.24889379235742,PER
11,217.69430061982405,216.6434535101084,HAM
12,194.001836710969,200.06141984919353,PER
13,260.3729807289932,263.78802628252595,PER
14,298.4697308407786,297.81177579882325,HAM
15,306.70621028317464,309.7809171606107,PER
16,259.81788208672447,270.8712189329426,PER
17,214.39703389148536,205.19970300976536,HAM
18,274.30778562081053,269.04895526438094,HAM
19,302.21061765234566,299.636235191579,HAM
20,312.39520204924435,314.11761927214735,PER
21,296.8620503689459,302.26232191669186,PER
22,210.9440812608603,219.7828070042528,PER
23,263.84277070341557,261.6131023419843,HAM
24,296.3341414177048,296.8596659191388,PER
25,307.2166670222222,306.8750016,HAM
