Minisector,LEC,ALB,Fastest
0,260.50083282857145,257.70713721405593,LEC
1,136.44313745239566,127.10383860536028,LEC
2,206.86518620555916,195.88596331851852,LEC
3,247.31452370285714,245.13293846521316,LEC
4,255.14118279183975,252.69059776703295,LEC
5,174.64396415061003,163.74809881962162,LEC
6,145.8742617793016,141.6465502890726,LEC
7,184.10254791538284,185.11709218486214,ALB
8,102.95935631278756,102.62816298659781,LEC
9,71.1024909550716,68.82162418692326,LEC
10,98.02791612765871,97.38194095785246,LEC
11,192.59407516309773,187.4205988786032,LEC
12,247.9786338369414,244.85081961142856,LEC
13,269.94507609761905,265.70733103436504,LEC
14,281.17440924835165,272.62980469743593,LEC
15,110.61044685620722,101.36391692533816,LEC
16,162.0873198640254,157.00229086202688,LEC
17,187.48720476756694,169.6258768334442,LEC
18,199.04555009705217,187.92394976399984,LEC
19,217.51444695505026,200.5081113050505,LEC
20,139.34941202540605,135.73498384496324,LEC
21,104.910282432994,98.18178565931571,LEC
22,100.02962499288127,105.92767769603216,ALB
23,203.05137178818552,205.4331810876755,ALB
24,248.34752726153846,251.60959039617623,ALB
25,264.9499968,,LEC
