Minisector,HAM,NOR,Fastest
0,265.17846689163656,264.27644135970695,HAM
1,256.71790133909343,247.69583490162782,HAM
2,169.76030167102442,167.23783924945235,HAM
3,249.40130895238096,250.55650550026283,NOR
4,271.4309178759141,269.77586795555555,HAM
5,197.524891625592,195.65660908111138,HAM
6,124.51416348486546,121.96260471446323,HAM
7,161.8009939213485,156.49898122926828,HAM
8,258.4421468717949,258.7317744663405,NOR
9,184.01396337152946,184.42583710476188,NOR
10,182.75535561142857,178.64356205156074,HAM
11,257.3726946818143,259.1840878427072,NOR
12,246.26064568498168,259.798849439984,NOR
13,259.46821018147836,269.12638941930135,NOR
14,283.48297062028985,287.3425801012388,NOR
15,289.04058897444503,287.15312773333335,HAM
16,145.93813148212482,146.2779925814646,NOR
17,232.08085380823763,237.61948941383486,NOR
18,284.24466814409936,282.3051250555434,HAM
19,302.68278970434784,296.7187922938775,HAM
20,309.1244613151927,301.2833797966568,HAM
21,315.0817459301587,306.09063977590097,HAM
22,144.07315961347598,176.74157708270675,NOR
23,85.74999404226485,89.68091522508459,NOR
24,172.32305806262926,159.0786701291818,HAM
25,243.81250133333333,243.69791573333333,HAM
