Minisector,LEC,SAI,Fastest
0,267.61504096117216,263.1427872,LEC
1,244.04719215407408,248.65540424691358,SAI
2,153.02152207017716,169.20486998696742,SAI
3,250.8792870297724,247.3744434093827,LEC
4,275.51406235555555,273.34916612266665,LEC
5,187.3595461677699,198.17621330935253,SAI
6,118.61432986083497,125.46114389389399,SAI
7,166.68252191349603,156.66718885079365,LEC
8,261.621333248,255.2661854163377,LEC
9,177.5336252778198,191.87525977439762,SAI
10,185.09797555809521,180.10067696992638,LEC
11,257.5287988585012,252.90271827047766,LEC
12,235.44360114285715,244.62093209714718,SAI
13,259.1809401279483,260.3858474493712,SAI
14,286.8655795478261,281.89630804013717,LEC
15,288.7651289564069,295.36232023188404,SAI
16,149.49856430477922,154.26628601588192,SAI
17,239.78323158284942,230.80697442388865,LEC
18,287.60308425281386,280.1120611077276,LEC
19,300.2676136242424,295.68713743768114,LEC
20,305.60782942182584,299.77548064326805,LEC
21,312.4914681687075,304.8769478857143,LEC
22,156.28385385151492,190.68921779902985,SAI
23,91.31352181418684,92.19080138085461,SAI
24,173.4913577080787,157.04215678543378,LEC
25,245.73333333333335,240.22460696412188,LEC
