Minisector,LEC,HAM,Fastest
0,292.5442163636124,293.0104818062341,HAM
1,298.0889365715343,297.02574404761907,LEC
2,162.69078384354734,163.97154842532328,HAM
3,228.7546132125087,229.7029217345098,HAM
4,279.05564914918085,278.76669432807216,LEC
5,296.76982428632317,296.906769047932,HAM
6,301.4227902352217,303.4833748976394,HAM
7,160.44243280763257,148.44448609815117,LEC
8,139.24708002465007,146.0635019835923,HAM
9,254.7295104753124,255.71042947930857,HAM
10,287.6587610382837,286.9102118053829,LEC
11,297.47136819345155,293.50387125754787,LEC
12,146.0535286149709,135.7671152178857,LEC
13,198.2012457498913,207.59677671621867,HAM
14,261.22741967284213,260.7996232445897,LEC
15,203.59981089553804,203.71447718000488,HAM
16,227.32599785569613,229.54003145544408,HAM
17,214.98188166153096,213.56578373600513,LEC
18,247.57799286184138,247.28495179614018,LEC
19,279.9825142190376,279.85300376984947,LEC
20,296.48388895492064,296.2981904858097,LEC
21,261.52117332597726,258.4026301291348,LEC
22,227.14937961731727,219.99907341930478,LEC
23,205.0517521907565,220.07895101410742,HAM
24,267.64491265392087,269.78849899380344,HAM
