Minisector,HAM,SAI,Fastest
0,289.6525622177417,285.56993851487533,HAM
1,301.1042590035693,295.32596018184944,HAM
2,307.2207214463325,299.746501048654,HAM
3,309.0683174677555,301.24801000740285,HAM
4,181.8833228005788,178.57662870385076,HAM
5,220.33622258325784,202.61916450331816,HAM
6,244.8087646984067,211.9576681207285,HAM
7,268.5934857058201,251.27205978492657,HAM
8,272.289271687105,268.27804120805064,HAM
9,167.38442936512203,164.8461074325985,HAM
10,233.12148498478433,227.03962420428877,HAM
11,145.24433920272176,140.39213020311092,HAM
12,224.73103364809793,216.21234338205815,HAM
13,205.0212854940818,206.31292260034584,SAI
14,213.81694803009614,206.09670117032445,HAM
15,246.49982717167345,244.68811371503867,HAM
16,260.5763168341244,252.42592520207944,HAM
17,284.7989463363651,277.48802715953644,HAM
18,147.37171464486732,163.89238442994,SAI
19,159.46250554992326,149.27235963817796,HAM
20,150.9988497913647,142.93827587967348,HAM
21,170.06077573787235,174.384151017649,SAI
22,121.23228875515468,118.2642292726874,HAM
23,222.849425805403,215.34401063166925,HAM
24,274.58543984014545,263.2619202897741,HAM
25,,278.0753137873637,SAI
