Minisector,NOR,ALO,Fastest
0,256.0258425892421,255.13288735188846,NOR
1,219.4291104711111,199.9186631163454,NOR
2,208.60635845121953,206.80349778820897,NOR
3,254.97757587925926,260.70903403285024,ALO
4,269.94046707678433,275.35282174521535,ALO
5,290.4280209303704,291.4344723480859,ALO
6,160.0710333003954,157.7402910489983,NOR
7,179.2797747697831,184.14071867169474,ALO
8,265.86047156221423,270.230372680951,ALO
9,298.0235906361905,308.0633161802688,ALO
10,310.24657505619706,325.2102732020168,ALO
11,313.0848212503704,305.058457847815,NOR
12,117.73519555626284,100.50327016661228,NOR
13,185.8269131817344,194.17773102610442,ALO
14,268.5752185396825,278.98293795274594,ALO
15,294.63360844879816,310.74770070870994,ALO
16,302.49833333333333,322.63458338158733,ALO
17,191.09225170493508,176.73661955265305,NOR
18,222.1303346982313,220.19121951012346,NOR
19,272.5963526250292,267.5602922431169,NOR
20,146.24462385738707,146.57271278706534,ALO
21,142.86658578051558,143.72502437093092,ALO
22,217.78814999558097,217.47048204143445,NOR
23,234.03343650841012,233.18577407453628,NOR
24,161.4220758711496,158.2188787683799,NOR
25,224.85499776,225.62000042666668,ALO
