Minisector,HAM,ALO,Fastest
0,277.7762532628048,277.2081637285532,HAM
1,296.1348467898763,295.28296885428574,HAM
2,291.3437072663953,293.5272586020834,ALO
3,179.06655783297967,175.11133978737575,HAM
4,216.8692811647226,208.64163574718617,HAM
5,201.3732195030204,191.5595962188633,HAM
6,182.71961784407162,176.65710023622324,HAM
7,201.26196694167012,195.9385116829975,HAM
8,254.47407585525036,246.89804248814815,HAM
9,262.70757712459516,259.41673690652306,HAM
10,167.3267278392579,165.58496973963523,HAM
11,233.05582779249593,232.44317598864333,HAM
12,106.69061455547701,117.45963012013928,ALO
13,219.97107384376957,220.5506805187792,ALO
14,274.0201712864706,272.4384055809524,HAM
15,289.09513762375957,289.63905863618294,ALO
16,209.3890751068907,206.85364999333333,HAM
17,182.27511186077726,177.7073753719163,HAM
18,262.5144729631585,261.7553690446887,HAM
19,289.2424387724387,289.603297208628,ALO
20,299.8074736492764,302.28681557079364,ALO
21,300.67836155026527,303.2345488845773,ALO
22,264.33040601904764,267.15862734592594,ALO
23,116.2368019417365,111.59893973800456,HAM
24,236.43841462086712,233.7467603615661,HAM
25,,263.9236124444445,ALO
