Minisector,SAI,NOR,Fastest
0,316.08392667420895,313.92660627422526,SAI
1,323.4429915912868,321.68721087564626,SAI
2,320.0737337662338,318.1418184117649,SAI
3,173.76980440930058,197.6235137335941,NOR
4,131.66637870741943,124.0266955036296,SAI
5,262.35433333333333,259.11311167916136,SAI
6,296.05246245951145,294.67396725606545,SAI
7,308.0082738095238,308.6297183759987,NOR
8,259.0694323107953,276.7976025562967,NOR
9,145.85484459941912,145.3061393478977,SAI
10,214.70203863643843,214.16551793553364,SAI
11,215.92764081379744,211.0740432164933,SAI
12,196.18474471606825,192.77052205573605,SAI
13,266.07163991452893,262.19105681375066,SAI
14,301.9786461345672,299.2027429324899,SAI
15,311.1108964460606,310.1644444444444,SAI
16,265.8431165919414,262.65466664299555,SAI
17,209.55422797913835,212.332756286693,NOR
18,272.1242658730159,269.7727094289609,SAI
19,304.079138676423,301.3089318457231,SAI
20,312.3552814095238,315.1981097106173,NOR
21,294.0595138888889,298.0673768557576,NOR
22,208.33171059379055,204.10061391062155,SAI
23,263.9376227157287,261.3611364533745,SAI
24,299.837819179352,296.08432051041734,SAI
25,310.6875008,,SAI
