Minisector,HAM,NOR,Fastest
0,309.3742787383441,311.75462846850434,NOR
1,322.8773496781955,327.4083334175439,NOR
2,326.0514706196078,328.1197248071883,NOR
3,322.9682010385965,319.58045202889855,HAM
4,176.17108499393942,171.99974581010102,HAM
5,209.29806727392395,208.69007479756837,HAM
6,237.41750024533331,237.7129968,NOR
7,265.0208872791279,264.3646741797101,HAM
8,255.90760728115944,247.69112055652172,HAM
9,164.5200419686927,165.42113945644905,NOR
10,228.25457854945054,224.18284415109483,HAM
11,132.29408760880244,130.10391977545305,HAM
12,227.26774336703298,226.5181790065934,HAM
13,186.42602395835146,182.01950458552125,HAM
14,221.10256496410256,220.90000149333332,HAM
15,245.9469976880657,246.17328344579025,NOR
16,263.0340912969697,265.7536855510204,NOR
17,281.8906746920635,282.3988096507936,NOR
18,161.27394680685958,157.78377273313671,HAM
19,174.5923122039241,172.32372059741058,HAM
20,147.51145856,143.47695708693783,HAM
21,167.50825573751732,159.4436898065405,HAM
22,115.3680239000381,116.1030940119099,NOR
23,221.65355022222224,226.81052546438096,NOR
24,270.83885524342236,271.3015093116143,NOR
