Minisector,LEC,HAM,Fastest
0,327.97901085832547,327.45466000761905,LEC
1,338.43083070548755,335.65543864140346,LEC
2,339.5117648470588,333.41734562735934,LEC
3,190.14900208716483,205.79675130698308,HAM
4,131.25603888652114,132.41074140464946,HAM
5,269.9052180841819,265.0245345158095,LEC
6,306.15876696188684,305.4162878093456,LEC
7,322.9624872330742,319.9753661462857,LEC
8,284.80366045777777,292.98447912796536,HAM
9,144.66523108151625,146.971620347079,HAM
10,227.92561054965987,230.56296510134453,HAM
11,236.97428445634247,227.20733211222856,LEC
12,207.32047366836795,207.35155808311026,HAM
13,274.4865797814796,272.010380476182,LEC
14,310.6556563693424,307.93588029381255,LEC
15,327.5381862327065,322.7245568435513,LEC
16,285.11952428720497,276.34720415440637,LEC
17,215.18641761877552,214.37844477667366,LEC
18,282.3609682095461,277.5851620203948,LEC
19,313.97749675444413,312.86396148763504,LEC
20,329.1936599264749,325.54902599480516,LEC
21,319.4312837846465,314.1547577136246,LEC
22,213.99228364256302,219.07757320125344,HAM
23,266.81726473309095,271.3172396335551,HAM
24,308.29576429654645,307.5123868310476,LEC
25,,318.80555519999996,HAM
